deputyid,deputyname,partyid,congress_cat,party_cat,female,tier,alternate,educ_level2,age,state2,unit_individual,leadership,leg_experience,leg_exp_cat,leg_exp_dum,exec_experience,exec_exp_cat,exec_exp_dum,immed_govpartycon,amb2nd_govpartycon,ambition_immediate2014,ambition_immediate2014_2,genderimmedambcat2,genderimmedambcat3,gender2ndambcat3,dum1997,dum2000,dum2003,dum2006,postquota,immedmayorwin,immeddiplocwin,immedsenatewin,immedgovwin,immedregwin,secondmayorwin,seconddiplocwin,seconddipfedwin,secondsenatewin,secondgovwin,firstposition,firstposition3,powerleader,leadertype,nonpowerlead,age_cem,female2,include,include2,sample2,cem_weights_cont1,cem_weights_cont2,samplecont1c,samplecont2c,cem_weights_cont1party,cem_weights_cont2party,samplecont1cp,samplecont2cp
85,Carreto Fernández de Lara Víctor Manuel PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,56,Puebla,0,0,2,1,1,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0.47897435897435897,0.2386563231850117,1,1
86,Carrillo Zavala Alfonso PRI,PRI,1997-2000,PRI,0,1,0,tecnico,55,Campeche,0,0,0,0,0,0,0,0,1,dep & gov party congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,other,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,0.4031274847601378,1,1,0.7116190476190476,0,1,NA
87,Carrión Álvarez Augusto Rafael PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,43,Veracruz,0,0,1,1,1,2,2,1,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,exec ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
88,Casanova Magallanes Leobardo PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,48,Zacatecas,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,state party leader,state party/state party leader,party leader,cabinet/party leader,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,appointed executive,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0,1,NA,0.12129870129870131,0,1,NA
89,Castañeda Jiménez Héctor Francisco PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,50,Jalisco,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.1763682745825603,1,1,0.47897435897435897,0.2386563231850117,1,1
91,Castellanos Pacheco Fernando PAN,PAN,1997-2000,PAN,0,0,0,at least some master's studies,52,Yucatan,0,0,0,0,0,0,0,0,1,dep & gov party congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,bur appt,1,0,0,0,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.8062549695202756,1,1,0.3406686930091185,0.44549180327868854,1,1
92,Castelo Parada Javier PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,52,Sonora,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,leg ballot access,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,1,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7054730983302412,1,1,0.5718367346938775,0.5568647540983607,1,1
94,Castilla Peniche Rafael Alberto PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,51,Yucatan,0,0,1,1,1,1,1,1,1,dep & gov party congr.,gobernador,gobernador,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0.48653317126223533,1,1,0,0,NA,NA
96,Castillo Juárez Laura Itzel PRD,PRD,1997-2000,PRD,1,1,0,licenciatura,40,DF,0,0,1,1,1,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,appointed exec,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,0,1,NA
97,Castillo Peralta Ricardo PRI,PRI,1997-2000,PRI,0,1,0,licenciatura,59,Sonora,0,0,2,1,1,0,0,0,1,dep & gov party congr.,senador,senador,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7784530740195764,1,1,0.3638961038961039,0.31820843091334894,1,1
98,Castrillón Valdés Julio PAN,PAN,1997-2000,PAN,0,0,0,at least some master's studies,63,Nuevo Leon,0,0,1,1,1,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,1,2.089860352155434,1.8812615955473098,1,1,0,0,NA,NA
99,Castro Justo Juan José PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,45,Guerrero,0,0,3,2,1,0,0,0,1,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,other,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.35321583416711566,0.2565356721200877,1,1,0.47897435897435897,0.44549180327868854,1,1
100,Castro López Jaime PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,35,Michoacan,0,0,0,0,0,0,0,0,1,dep & gov party not congr.,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,bur appt,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,21-39,0,0,0,1,0.4770333412528709,0.3892265370097882,1,1,1.6011428571428572,0.7424863387978142,1,1
101,Castro Suárez Fernando PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,45,Mexico,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.2919199027573412,1,1,0.6278991596638656,0,1,NA
102,Ceballos Trujeque Ana Lila PRD,PRD,1997-2000,PRD,1,1,0,licenciatura,44,Tabasco,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,deputy ballot access,deputy/regidor ballot access,leg ballot access,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
103,Cervantes Huerta Marcelo PRI,PRI,1997-2000,PRI,0,0,0,estudios de licenciatura,49,Veracruz,0,0,1,1,1,1,1,1,1,dep & gov party congr.,state party,state party/state party leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
104,Cervantes Peredo David Ricardo PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,38,DF,0,0,1,1,1,1,1,1,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.5224650880388585,0.6270871985157699,1,1,0,0,NA,NA
107,Charles Charles Arturo PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,58,Nuevo Leon,0,0,3,2,1,0,0,0,0,dep & gov party not congr.,national party,national party/nat. party leader,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.35321583416711566,0.1763682745825603,1,NA,0.47897435897435897,0.2386563231850117,1,NA
108,Chavarría Barrera Armando PRD,PRD,1997-2000,PRD,0,1,0,at least some master's studies,41,Guerrero,0,1,0,0,0,0,0,0,0,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,appointed exec,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,other chair,1,40-59,0,0,0,1,1.1399238284484186,5.6437847866419295,1,1,1.3342857142857143,2.2274590163934427,1,1
109,Chávez Murguía Margarita PAN,PAN,1997-2000,PAN,1,1,0,licenciatura,38,Michoacan,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
110,Chedraui Obeso Irma PRI,PRI,1997-2000,PRI,1,0,0,licenciatura,48,Veracruz,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
111,Chi Góngora Wilbert Hebert PRI,PRI,1997-2000,PRI,0,0,0,at least some master's studies,59,Yucatan,0,0,2,1,1,1,1,1,1,dep & gov party not congr.,senador,senador,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
112,Cifuentes Negrete Alberto PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,33,Guanajuato,0,0,1,1,1,1,1,1,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.5224650880388585,0.6270871985157699,1,1,1.3342857142857143,1.1137295081967213,1,1
116,Contreras Rivera Martín PAN,PAN,1997-2000,PAN,0,0,0,tecnico,53,Guanajuato,0,0,0,0,0,0,0,0,1,NA,regidor,regidor/sindico,regidor ballot access,deputy/regidor ballot access,NA,1,0,0,0,0,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.8062549695202756,1,NA,0.3406686930091185,0.44549180327868854,1,NA
117,Contreras Velázquez Rufino PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,42,Mexico,0,0,0,0,0,1,1,1,0,dep & gov party not congr.,presidente municipal,presidente municipal,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0.20647993121860717,1,1,0.44476190476190475,0.44549180327868854,1,1
118,Corral Ávila Ramón PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,51,Baja California,0,0,1,1,1,1,1,1,1,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,exec ballot access,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.3483100586925723,0,1,NA,0,0,NA,NA
119,Corral Jurado Javier PAN,PAN,1997-2000,PAN,0,1,0,tecnico,31,Chihuahua,0,1,1,1,1,1,1,1,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,exec ballot access,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,0,ballotaccess-won,won election,0,other chair,1,21-39,0,0,0,1,0,0,NA,NA,0,0,NA,NA
120,Corral Romero María del Carmen PAN,PAN,1997-2000,PAN,1,1,0,tecnico,37,Mexico,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,senador,senador,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
121,Cortés Carrillo Luisa PRI,PRI,1997-2000,PRI,1,0,0,licenciatura,38,Oaxaca,0,0,1,1,1,1,1,1,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
123,Cota Osuna José Carlos PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,51,Baja California Sur,0,0,1,1,1,3,2,1,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,other,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.43413729128014844,1,1,0.41696428571428573,0.4049925484351714,1,1
124,Covarrubias Zavala Fernando PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,46,Mexico,0,0,0,0,0,0,0,0,0,NA,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,NA,0.6170847496521952,0.8062549695202756,1,NA,0.3406686930091185,0.44549180327868854,1,NA
125,Creel Miranda Santiago PAN,PAN,1997-2000,PAN,0,1,0,at least some master's studies,43,DF,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,gobernador,gobernador,gub/pres ballot access,mayor/gov ballot access,appointed exec,1,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,1,power chair,0,40-59,0,0,0,1,1.1399238284484186,0,1,NA,2.6685714285714286,0,1,NA
126,Cristóbal Céspedes Juan PRI,PRI,1997-2000,PRI,0,1,0,primaria,57,Veracruz,0,0,3,2,1,1,1,1,1,NA,senador,senador,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.3483100586925723,0.48653317126223533,1,NA,0.555952380952381,0.6551350048216008,1,NA
128,Cruz Muñoz María Elena PAN,PAN,1997-2000,PAN,1,1,0,licenciatura,43,Jalisco,0,0,0,0,0,0,0,0,1,dep & gov party congr.,senador,senador,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
129,Curi Naime Alberto PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,41,Mexico,0,0,0,0,0,1,1,1,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,bur appt,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.20556003463823944,0,1,NA,0.12129870129870131,0,1,NA
130,Damián Huato Pioquinto PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,44,Guerrero,0,0,1,1,1,2,2,1,0,dep & gov party not congr.,gobernador,gobernador,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,2.6685714285714286,2.2274590163934427,1,1
131,Dávila Domínguez David PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,58,Veracruz,0,0,1,1,1,2,2,1,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
132,De la Cruz Elvira Gonzalo Augusto PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,44,Michoacan,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,NA,NA,0.44476190476190475,0.44549180327868854,NA,NA
133,De la Cruz Moreno Ma. Adelaida PRI,PRI,1997-2000,PRI,1,1,0,NA,40,Tamaulipas,0,0,0,0,0,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
134,De la Cruz Santiago Vicente PRI,PRI,1997-2000,PRI,0,0,0,at least some doctoral studies,43,Oaxaca,0,0,1,1,1,1,1,1,1,dep & gov party congr.,state party,state party/state party leader,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.5130713442401754,1,1,0.41696428571428573,0.38980532786885247,1,1
135,De la Fuente Lazo Abenamar PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,58,Tabasco,0,0,0,0,0,1,1,1,1,NA,gobernador,gobernador,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,1,NA,0.12129870129870131,0.07680893159977388,1,NA
137,De la Peña Gómez Angélica PRD,PRD,1997-2000,PRD,1,1,0,licenciatura,43,Aguascalientes,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,national party,national party/nat. party leader,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
139,De la Rosa Blancas Ángel PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,45,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,other,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.2919199027573412,1,1,0.518888888888889,0.6364168618266979,1,1
141,De Souza Mayo Machorro Francisco PRD,PRD,1997-2000,PRD,0,0,0,licenciatura,45,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,mayor ballot access,mayor/gov ballot access,bur appt,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.8062549695202756,1,1,0.518888888888889,0.5568647540983607,1,1
145,Díaz Amador María del Carmen PAN,PAN,1997-2000,PAN,1,1,0,at least some doctoral studies,44,Puebla,0,1,0,0,0,0,0,0,0,dep & gov party not congr.,senador,senador,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,40-59,1,0,0,1,1,1,1,1,1,1,1,1
146,Díaz de Jesús Marcelino PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,32,Guerrero,0,0,0,0,0,0,0,0,0,dep & gov party congr.,social movement,activist/ngo/social movement,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,2.8218923933209648,1,1,2.6685714285714286,5.939890710382514,1,1
147,Díaz Díaz Daniel PRI,PRI,1997-2000,PRI,0,1,0,licenciatura,63,Guerrero,0,1,0,0,0,1,1,1,1,dep & gov party congr.,federal bureaucracy,federal bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
148,Díaz González Roca Omar PRI,PRI,1997-2000,PRI,0,1,0,at least some master's studies,66,Sonora,0,1,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,other chair,1,60-95,0,0,0,NA,0,0,NA,NA,0,0,NA,NA
149,Díaz Reyes José Octavio PRD,PRD,1997-2000,PRD,0,1,0,licenciatura,39,Chiapas,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado federal,diputado federal,deputy ballot access,deputy/regidor ballot access,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,1.128756957328386,1,1,2.6685714285714286,0.3712431693989071,1,1
150,Domínguez Lacroix José Agapito PRI,PRI,1997-2000,PRI,0,0,0,licenciatura,59,Tabasco,0,0,0,0,0,3,2,1,1,NA,gobernador,gobernador,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.20556003463823944,0.20647993121860717,1,NA,0.12129870129870131,0.07680893159977388,1,NA
151,Durán Chávez Jorge PRI,PRI,1997-2000,PRI,0,1,0,NA,69,DF,0,0,2,1,1,0,0,0,0,dep & gov party not congr.,union,union/union leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
152,Durán López María Antonia PAN,PAN,1997-2000,PAN,1,0,0,licenciatura,46,Jalisco,0,0,0,0,0,1,1,1,1,NA,federal bureaucracy,federal bureaucracy,bur appt,bur appt,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,1,0,0,NA,1,1,1,NA,1,1,1,NA
153,Durán Reveles Porfirio PAN,PAN,1997-2000,PAN,0,1,0,licenciatura,37,Mexico,0,0,0,0,0,0,0,0,0,dep & gov party not congr.,diputado local,diputado local,other,other,leg ballot access,1,0,0,0,0,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,2.1595223638939487,2.8218923933209648,1,1,2.168214285714286,2.2274590163934427,1,1
158,Elías Loredo Alvaro PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,50,San Luis Potosi,0,0,3,2,1,1,1,1,1,dep & gov party congr.,diputado federal,diputado federal,deputy ballot access,deputy/regidor ballot access,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,0,0,0,1,0.48567177197978395,0.43413729128014844,1,1,0,0,NA,NA
160,Enríquez González José Luis PRI,PRI,1997-2000,PRI,0,1,0,preparatoria,54,Veracruz,0,0,1,1,1,0,0,0,1,dep & gov party congr.,union leader,union/union leader,other,other,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.8359441408621736,0.7784530740195764,1,NA,0.3638961038961039,0.31820843091334894,1,NA
161,Enríquez Ordóñez Efrén PRI,PRI,1997-2000,PRI,0,1,0,licenciatura,42,Durango,0,0,0,0,0,0,0,0,1,dep & gov party congr.,presidente municipal,presidente municipal,other,other,bur appt,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,1.5915090374106766,1.6033479507505484,1,1,0.7116190476190476,0.7424863387978142,1,1
162,Enríquez Rosado José del Carmen PRD,PRD,1997-2000,PRD,0,1,0,NA,50,Morelos,0,0,1,1,1,0,0,0,0,dep & gov party not congr.,senador,senador,senate ballot access,senate ballot access,leg ballot access,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,0,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,40-59,0,0,0,1,0.8359441408621736,0.7054730983302412,1,1,1.779047619047619,0,1,NA
163,Escalante Jasso Aracely PRI,PRI,1997-2000,PRI,1,0,0,secundaria,54,Campeche,0,0,1,1,1,0,0,0,1,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,leg ballot access,1,0,0,0,0,NA,NA,1,NA,NA,NA,NA,1,NA,NA,ballotaccess-won,won election,0,not a leader,0,40-59,1,0,0,1,1,1,1,1,1,1,1,1
164,Escobedo Aguilar Trinidad PAN,PAN,1997-2000,PAN,0,0,0,licenciatura,38,Nuevo Leon,0,0,1,1,1,0,0,0,1,dep & gov party not congr.,municipal bureaucracy,municipal bureaucracy,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,0,0,0,1,0.09796220400728597,0,1,NA,0,0,NA,NA
165,Escobedo Pérez María del Carmen PRD,PRD,1997-2000,PRD,1,1,0,at least some master's studies,36,Michoacan,0,0,0,0,0,0,0,0,1,dep & gov party congr.,state bureaucracy,state bureaucracy,bur appt,bur appt,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,21-39,1,0,0,1,1,1,1,1,1,1,1,1
166,Esparza Carlo Jorge Tomás PAN,PAN,1997-2000,PAN,0,0,0,preparatoria,53,Baja California,0,0,1,1,1,0,0,0,1,NA,NA,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,NA,0.35321583416711566,0.1763682745825603,NA,NA,0,0,NA,NA
167,Espejel Basaldúa Bruno PRD,PRD,1997-2000,PRD,0,0,0,estudios de licenciatura,43,DF,0,0,0,0,0,0,0,0,1,dep & gov party congr.,union,union/union leader,other,other,other,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonelected office,nonelected office,0,not a leader,0,40-59,0,0,0,1,0.6170847496521952,0.5863672505602006,1,1,0.518888888888889,0.35639344262295086,1,1
168,Esper Bujaidar Antonio PRI,PRI,1997-2000,PRI,0,0,0,tecnico,66,San Luis Potosi,0,0,1,1,1,2,2,1,1,dep & gov party congr.,senador,senador,senate ballot access,senate ballot access,other,1,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,ballotaccess-lost,lost/appt. exec.,0,not a leader,0,60-95,0,0,0,1,0,0,NA,NA,0,0,NA,NA
